CRUISE,VESSEL,YEAR,SEASON,STATION,STRATUM,TOW,OPERATION_STATUS,SHG,TOGA,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,TOW_DURATION (min),BEGIN_TOW_DATE,BEGIN_TOW_TIME,END_TOW_DATE,END_TOW_TIME,AVG_DEPTH (m),BOTTOM_TEMP (deg C),BOTTOM_SALINITY (PSU),SURFACE_TEMP (deg C),SURFACE_SALINITY (PSU),SVSPP,LOGGED_SPECIES_NAME,EXPANDED_CATCH_WT (kg),EXPANDED_CATCH_NUMBER
198106,DE,1981,FALL,420,1290,8,Representative,111,,, ,, ,, ,, ,42.7,-67.933333,,,,11/7/1981,8:33,,,176,7.2,,10.3,,84,Brosme brosme (cusk),6.6,4
198106,DE,1981,FALL,421,1290,7,Representative,111,,, ,, ,, ,, ,42.516667,-68.116667,,,,11/7/1981,10:58,,,169,10.8,,10.9,,84,Brosme brosme (cusk),3.7,5
198202,DE,1982,SPRING,314,1180,1,Representative,123,,, ,, ,, ,, ,41.5,-65.933333,,,30,4/20/1982,4:19,4/20/1982 0:00,4:49:00 AM,242,8.1,,4.5,,84,Brosme brosme (cusk),5.3,1
198202,DE,1982,SPRING,317,1170,3,Representative,111,,, ,, ,, ,, ,41.8,-65.833333,,,30,4/20/1982,10:39,4/20/1982 0:00,11:09:00 AM,134,4.8,,4.1,,84,Brosme brosme (cusk),2.8,1
198202,DE,1982,SPRING,318,1180,3,Representative,111,,, ,, ,, ,, ,41.9,-65.75,,,30,4/20/1982,12:52,4/20/1982 0:00,1:22:00 PM,211,5.6,,4,,84,Brosme brosme (cusk),9.5,3
198202,DE,1982,SPRING,328,1300,3,Representative,111,,, ,, ,, ,, ,42.383333,-66.833333,,,30,4/21/1982,8:03,4/21/1982 0:00,8:33:00 AM,350,5.7,,3.8,,84,Brosme brosme (cusk),6.5,1
198202,DE,1982,SPRING,330,1290,8,Representative,111,,, ,, ,, ,, ,42.566667,-66.666667,,,30,4/21/1982,12:22,4/21/1982 0:00,12:52:00 PM,207,7.1,,3.7,,84,Brosme brosme (cusk),12.5,5
198202,DE,1982,SPRING,331,1310,7,Representative,111,,, ,, ,, ,, ,42.65,-66.55,,,30,4/21/1982,14:08,4/21/1982 0:00,2:38:00 PM,175,8.7,,4.5,,84,Brosme brosme (cusk),6,2
198202,DE,1982,SPRING,332,1310,4,Representative,111,,, ,, ,, ,, ,42.65,-66.366667,,,30,4/21/1982,15:43,4/21/1982 0:00,4:13:00 PM,121,7.7,,4.1,,84,Brosme brosme (cusk),14.6,7
198202,DE,1982,SPRING,346,1240,4,Representative,111,,, ,, ,, ,, ,42,-69.783333,,,30,4/27/1982,9:59,4/27/1982 0:00,10:29:00 AM,141,5.2,,5,,84,Brosme brosme (cusk),5,1
198202,DE,1982,SPRING,353,1370,2,Representative,111,,, ,, ,, ,, ,42.716667,-68.966667,,,30,4/28/1982,3:39,4/28/1982 0:00,4:09:00 AM,151,5.5,,5.2,,84,Brosme brosme (cusk),11.2,2
198202,DE,1982,SPRING,357,1290,1,Representative,111,,, ,, ,, ,, ,42.583333,-67.983333,,,30,4/29/1982,14:27,4/29/1982 0:00,2:57:00 PM,204,6.5,,4.7,,84,Brosme brosme (cusk),9.5,3
198202,DE,1982,SPRING,358,1290,4,Representative,123,,, ,, ,, ,, ,42.566667,-68.166667,,,30,4/30/1982,1:47,4/30/1982 0:00,2:17:00 AM,185,6.3,,5,,84,Brosme brosme (cusk),3.9,1
198202,DE,1982,SPRING,386,1290,5,Representative,111,,, ,, ,, ,, ,42.666667,-67.4,,,30,5/2/1982,17:11,5/2/1982 0:00,5:41:00 PM,236,6.4,,5.3,,84,Brosme brosme (cusk),7.8,3
198202,DE,1982,SPRING,387,1360,8,Representative,111,,, ,, ,, ,, ,42.833333,-67.383333,,,30,5/2/1982,19:23,5/2/1982 0:00,7:53:00 PM,227,6.9,,5.3,,84,Brosme brosme (cusk),4.6,2
198202,DE,1982,SPRING,390,1360,6,Representative,111,,, ,, ,, ,, ,43.3,-67,,,30,5/3/1982,4:49,5/3/1982 0:00,5:19:00 AM,180,6.6,,5.3,,84,Brosme brosme (cusk),3,1
198202,DE,1982,SPRING,392,1360,5,Representative,111,,, ,, ,, ,, ,42.9,-66.833333,,,30,5/3/1982,9:17,5/3/1982 0:00,9:47:00 AM,191,8.7,,5,,84,Brosme brosme (cusk),2.3,1
198202,DE,1982,SPRING,393,1310,6,Representative,131,,, ,, ,, ,, ,43,-66.5,,,22,5/3/1982,11:49,5/3/1982 0:00,12:11:00 PM,132,7.1,,4.6,,84,Brosme brosme (cusk),1.5,1
198202,DE,1982,SPRING,396,1340,5,Representative,111,,, ,, ,, ,, ,43.7,-66.866667,,,30,5/3/1982,21:36,5/3/1982 0:00,10:06:00 PM,147,5.8,,5.9,,84,Brosme brosme (cusk),8.5,3
198202,DE,1982,SPRING,413,1360,4,Representative,111,,, ,, ,, ,, ,43.533333,-67.983333,,,30,5/5/1982,14:18,5/5/1982 0:00,2:48:00 PM,225,7.2,,6.7,,84,Brosme brosme (cusk),7.5,2
198202,DE,1982,SPRING,423,1260,4,Representative,111,,, ,, ,, ,, ,42.7,-70.183333,,,30,5/6/1982,18:03,5/6/1982 0:00,6:33:00 PM,105,4.1,,8,,84,Brosme brosme (cusk),14.5,5
198202,DE,1982,SPRING,430,1260,1,Representative,131,,, ,, ,, ,, ,42.466667,-70.283333,,,23,5/7/1982,7:25,5/7/1982 0:00,7:48:00 AM,92,3.8,,8.2,,84,Brosme brosme (cusk),5.5,1
198206,AL,1982,FALL,303,1200,3,Representative,111,,, ,, ,, ,, ,41.983333,-67.6,,,30,10/23/1982,0:10,10/23/1982 0:00,12:40:00 AM,43,10.6,,12.7,,84,Brosme brosme (cusk),0,1
198206,AL,1982,FALL,308,1300,1,Representative,111,,, ,, ,, ,, ,42.383333,-66.666667,,,30,10/23/1982,10:10,10/23/1982 0:00,10:40:00 AM,339,7.1,,12.2,,84,Brosme brosme (cusk),4.5,1
198206,AL,1982,FALL,350,1290,6,Representative,111,,, ,, ,, ,, ,42.7,-67.183333,,,30,10/27/1982,21:51,10/27/1982 0:00,10:21:00 PM,214,7.5,,11.7,,84,Brosme brosme (cusk),2.2,1
198206,AL,1982,FALL,355,1240,3,Representative,111,,, ,, ,, ,, ,42.05,-68.816667,,,30,10/28/1982,13:01,10/28/1982 0:00,1:31:00 PM,145,5.2,,11.4,,84,Brosme brosme (cusk),1.2,1
198206,AL,1982,FALL,356,1240,1,Representative,111,,, ,, ,, ,, ,42.066667,-68.95,,,30,10/28/1982,14:37,10/28/1982 0:00,3:07:00 PM,126,7.2,,11.6,,84,Brosme brosme (cusk),5.6,1
198206,AL,1982,FALL,364,1240,7,Representative,111,,, ,, ,, ,, ,42.133333,-69.15,,,30,11/2/1982,13:40,11/2/1982 0:00,2:10:00 PM,177,6.3,,11.8,,84,Brosme brosme (cusk),1,1
198206,AL,1982,FALL,377,1350,1,Representative,111,,, ,, ,, ,, ,44.2,-67.116667,,,30,11/4/1982,0:43,11/4/1982 0:00,1:13:00 AM,115,8.6,,10.8,,84,Brosme brosme (cusk),5.4,1
198206,AL,1982,FALL,397,1270,3,Representative,111,,, ,, ,, ,, ,43.066667,-70.283333,,,30,11/6/1982,14:45,11/6/1982 0:00,3:15:00 PM,136,6.2,,10.8,,84,Brosme brosme (cusk),0.1,1
198206,AL,1982,FALL,406,1380,3,Representative,111,,, ,, ,, ,, ,43.25,-69.483333,,,30,11/7/1982,12:21,11/7/1982 0:00,12:51:00 PM,145,6.2,,10.3,,84,Brosme brosme (cusk),6,1
198206,AL,1982,FALL,411,1370,1,Representative,111,,, ,, ,, ,, ,42.7,-68.933333,,,30,11/8/1982,1:21,11/8/1982 0:00,1:51:00 AM,148,7.1,,10.2,,84,Brosme brosme (cusk),4.3,1
198303,AL,1983,SPRING,313,1170,4,Representative,111,,, ,, ,, ,, ,41.733333,-65.783333,,,30,4/15/1983,15:57,4/15/1983 0:00,4:27:00 PM,134,9.1,,6.3,,84,Brosme brosme (cusk),0.8,1
198303,AL,1983,SPRING,329,1360,1,Representative,111,,, ,, ,, ,, ,42.916667,-66.716667,,,30,4/17/1983,2:35,4/17/1983 0:00,3:05:00 AM,202,7.2,,4.9,,84,Brosme brosme (cusk),0.9,1
198303,AL,1983,SPRING,337,1340,2,Representative,111,,, ,, ,, ,, ,43.95,-67,,,30,4/17/1983,20:36,4/17/1983 0:00,9:06:00 PM,172,5.5,,3.7,,84,Brosme brosme (cusk),0.2,1
198303,AL,1983,SPRING,349,1300,3,Representative,136,,, ,, ,, ,, ,42.383333,-66.7,,,30,4/19/1983,2:30,4/19/1983 0:00,3:00:00 AM,338,7.8,,5.9,,84,Brosme brosme (cusk),5.2,1
198303,AL,1983,SPRING,359,1290,3,Representative,111,,, ,, ,, ,, ,42.683333,-67.633333,,,30,4/20/1983,1:29,4/20/1983 0:00,1:59:00 AM,185,6.2,,5.3,,84,Brosme brosme (cusk),14.2,6
198303,AL,1983,SPRING,361,1290,8,Representative,111,,, ,, ,, ,, ,42.483333,-68.133333,,,30,4/20/1983,6:11,4/20/1983 0:00,6:41:00 AM,164,6.1,,6.1,,84,Brosme brosme (cusk),9,3
198303,AL,1983,SPRING,362,1290,6,Representative,111,,, ,, ,, ,, ,42.166667,-68.1,,,30,4/20/1983,9:56,4/20/1983 0:00,10:26:00 AM,209,7,,5.9,,84,Brosme brosme (cusk),3,1
198303,AL,1983,SPRING,386,1270,3,Representative,111,,, ,, ,, ,, ,42.683333,-70.05,,,30,4/26/1983,17:31,4/26/1983 0:00,6:01:00 PM,135,4.6,,6,,84,Brosme brosme (cusk),3,4
198303,AL,1983,SPRING,395,1360,6,Representative,111,,, ,, ,, ,, ,42.866667,-68.133333,,,30,4/27/1983,18:20,4/27/1983 0:00,6:50:00 PM,181,6.1,,5.4,,84,Brosme brosme (cusk),6.2,5
198303,AL,1983,SPRING,396,1370,2,Representative,111,,, ,, ,, ,, ,42.783333,-68.716667,,,30,4/27/1983,21:44,4/27/1983 0:00,10:14:00 PM,208,6.4,,5.3,,84,Brosme brosme (cusk),11.1,2
198303,AL,1983,SPRING,397,1370,3,Representative,111,,, ,, ,, ,, ,42.783333,-68.816667,,,30,4/27/1983,23:08,4/27/1983 0:00,11:38:00 PM,175,6.2,,4.9,,84,Brosme brosme (cusk),5.3,1
198303,AL,1983,SPRING,398,1370,4,Representative,111,,, ,, ,, ,, ,42.933333,-69.083333,,,30,4/28/1983,1:14,4/28/1983 0:00,1:44:00 AM,174,5.3,,5.8,,84,Brosme brosme (cusk),11,1
198303,AL,1983,SPRING,403,1360,8,Representative,111,,, ,, ,, ,, ,43.883333,-67.716667,,,30,4/28/1983,16:02,4/28/1983 0:00,4:32:00 PM,221,,,,,84,Brosme brosme (cusk),12.6,2
198303,AL,1983,SPRING,419,1400,3,Representative,135,,, ,, ,, ,, ,43.566667,-69.683333,,,30,4/30/1983,10:25,4/30/1983 0:00,10:55:00 AM,108,4.3,,6.3,,84,Brosme brosme (cusk),0.8,1
198306,AL,1983,FALL,362,1290,7,Representative,111,,, ,, ,, ,, ,42.166667,-67.966667,,,30,10/23/1983,12:26,10/23/1983 0:00,12:56:00 PM,240,8.2,,13,,84,Brosme brosme (cusk),6.5,1
198306,AL,1983,FALL,363,1290,2,Representative,111,,, ,, ,, ,, ,42.233333,-67.716667,,,30,10/23/1983,14:46,10/23/1983 0:00,3:16:00 PM,225,8.3,,13.6,,84,Brosme brosme (cusk),10,5
198306,AL,1983,FALL,378,1170,3,Representative,111,,, ,, ,, ,, ,41.966667,-65.95,,,30,10/24/1983,14:31,10/24/1983 0:00,3:01:00 PM,112,7.3,,14,,84,Brosme brosme (cusk),4.2,1
198306,AL,1983,FALL,405,1290,1,Representative,111,,, ,, ,, ,, ,42.666667,-68.433333,,,30,11/1/1983,20:29,11/1/1983 0:00,8:59:00 PM,203,7.7,,10.8,,84,Brosme brosme (cusk),6,1
198306,AL,1983,FALL,406,1290,6,Representative,111,,, ,, ,, ,, ,42.683333,-68.316667,,,30,11/1/1983,21:57,11/1/1983 0:00,10:27:00 PM,198,7.6,,11,,84,Brosme brosme (cusk),2.8,1
198306,AL,1983,FALL,407,1360,2,Representative,111,,, ,, ,, ,, ,42.866667,-68.283333,,,30,11/2/1983,0:24,11/2/1983 0:00,12:54:00 AM,198,7.6,,10.9,,84,Brosme brosme (cusk),3.7,2
198306,AL,1983,FALL,425,1310,6,Representative,123,,, ,, ,, ,, ,42.783333,-66.7,,,30,11/3/1983,22:56,11/3/1983 0:00,11:26:00 PM,191,9.3,,12,,84,Brosme brosme (cusk),2.5,1
198306,AL,1983,FALL,426,1360,1,Representative,111,,, ,, ,, ,, ,42.8,-66.9,,,30,11/4/1983,1:06,11/4/1983 0:00,1:36:00 AM,207,9,,12,,84,Brosme brosme (cusk),2.1,1
198306,AL,1983,FALL,428,1360,4,Representative,111,,, ,, ,, ,, ,43.233333,-67,,,30,11/4/1983,7:53,11/4/1983 0:00,8:23:00 AM,185,8.4,,10.1,,84,Brosme brosme (cusk),4,1
198306,AL,1983,FALL,432,1340,2,Representative,111,,, ,, ,, ,, ,43.683333,-66.816667,,,30,11/4/1983,17:19,11/4/1983 0:00,5:49:00 PM,105,8.9,,11.5,,84,Brosme brosme (cusk),1.7,1
198306,AL,1983,FALL,440,1380,4,Representative,111,,, ,, ,, ,, ,43.533333,-68.45,,,30,11/6/1983,19:12,11/6/1983 0:00,7:42:00 PM,159,8,,9.7,,84,Brosme brosme (cusk),1.5,1
198306,AL,1983,FALL,450,1380,5,Representative,111,,, ,, ,, ,, ,43.6,-69.266667,,,30,11/7/1983,19:03,11/7/1983 0:00,7:33:00 PM,138,9,,9.6,,84,Brosme brosme (cusk),4.7,1
198306,AL,1983,FALL,455,1270,1,Representative,111,,, ,, ,, ,, ,43.133333,-69.95,,,30,11/8/1983,6:12,11/8/1983 0:00,6:42:00 AM,159,7.5,,9.9,,84,Brosme brosme (cusk),3.2,1
198306,AL,1983,FALL,459,1400,1,Representative,111,,, ,, ,, ,, ,43.1,-70.366667,,,30,11/8/1983,12:36,11/8/1983 0:00,1:06:00 PM,102,8.3,,10,,84,Brosme brosme (cusk),9.5,2
198306,AL,1983,FALL,463,1260,7,Non-Representative,311,,, ,, ,, ,, ,42.583333,-70.4,,,30,11/8/1983,20:23,11/8/1983 0:00,8:53:00 PM,129,8.8,,10.1,,84,Brosme brosme (cusk),10,1
198306,AL,1983,FALL,469,1270,6,Non-Representative,311,,, ,, ,, ,, ,42.583333,-69.966667,,,30,11/9/1983,4:57,11/9/1983 0:00,5:27:00 AM,174,6.5,,10.3,,84,Brosme brosme (cusk),7.5,1
198306,AL,1983,FALL,475,1250,7,Non-Representative,311,,, ,, ,, ,, ,41.933333,-69.85,,,30,11/9/1983,21:31,11/9/1983 0:00,10:01:00 PM,63,9.5,,11.1,,84,Brosme brosme (cusk),3,1
198402,AL,1984,SPRING,297,1220,1,Representative,111,,, ,, ,, ,, ,42,-67.933333,,,30,4/5/1984,7:34,4/5/1984 0:00,8:04:00 AM,189,6.6,,6,,84,Brosme brosme (cusk),5.5,1
198402,AL,1984,SPRING,298,1220,2,Representative,111,,, ,, ,, ,, ,42.1,-67.6,,,30,4/5/1984,9:40,4/5/1984 0:00,10:10:00 AM,178,6.6,,5.6,,84,Brosme brosme (cusk),3.1,1
198402,AL,1984,SPRING,342,1370,1,Representative,111,,, ,, ,, ,, ,42.716667,-69.283333,,,30,4/18/1984,10:02,4/18/1984 0:00,10:32:00 AM,121,6.5,,5.1,,84,Brosme brosme (cusk),3.5,1
198402,AL,1984,SPRING,345,1370,5,Representative,111,,, ,, ,, ,, ,42.866667,-69.583333,,,30,4/18/1984,15:35,4/18/1984 0:00,4:05:00 PM,178,6.5,,5.2,,84,Brosme brosme (cusk),4,1
198402,AL,1984,SPRING,375,1340,6,Representative,111,,, ,, ,, ,, ,43.733333,-67.133333,,,30,4/21/1984,9:46,4/21/1984 0:00,10:16:00 AM,158,5.4,,2.3,,84,Brosme brosme (cusk),6,1
198402,AL,1984,SPRING,382,1340,3,Representative,136,,, ,, ,, ,, ,43.066667,-66.866667,,,30,4/22/1984,15:44,4/22/1984 0:00,4:14:00 PM,159,7,,3.7,,84,Brosme brosme (cusk),2.5,1
198402,AL,1984,SPRING,384,1360,9,Representative,122,,, ,, ,, ,, ,42.883333,-66.783333,,,30,4/22/1984,18:49,4/22/1984 0:00,7:19:00 PM,221,,,,,84,Brosme brosme (cusk),2.6,2
198402,AL,1984,SPRING,401,1290,5,Representative,111,,, ,, ,, ,, ,42.683333,-67.516667,,,30,4/24/1984,7:17,4/24/1984 0:00,7:47:00 AM,202,7.7,,3.7,,84,Brosme brosme (cusk),6.3,3
198402,AL,1984,SPRING,403,1290,4,Representative,111,,, ,, ,, ,, ,42.45,-67.95,,,30,4/24/1984,13:27,4/24/1984 0:00,1:57:00 PM,194,7,,4.7,,84,Brosme brosme (cusk),6.8,2
198402,AL,1984,SPRING,404,1290,7,Representative,111,,, ,, ,, ,, ,42.666667,-68.35,,,30,4/24/1984,16:16,4/24/1984 0:00,4:46:00 PM,207,6.8,,5,,84,Brosme brosme (cusk),5.5,1
198402,AL,1984,SPRING,405,1360,6,Representative,111,,, ,, ,, ,, ,42.95,-68.333333,,,30,4/24/1984,19:19,4/24/1984 0:00,7:49:00 PM,195,5.7,,4.5,,84,Brosme brosme (cusk),4.5,1
198405,AL,1984,FALL,294,1280,5,Representative,111,,, ,, ,, ,, ,42.166667,-69.45,,,30,10/17/1984,13:30,10/17/1984 0:00,2:00:00 PM,206,,,,,84,Brosme brosme (cusk),2.5,1
198405,AL,1984,FALL,306,1240,5,Representative,123,,, ,, ,, ,, ,41.766667,-68.566667,,,30,10/18/1984,19:09,10/18/1984 0:00,7:39:00 PM,181,,,,,84,Brosme brosme (cusk),4.5,2
198405,AL,1984,FALL,320,1220,1,Representative,111,,, ,, ,, ,, ,42.15,-67.416667,,,30,10/19/1984,19:02,10/19/1984 0:00,7:32:00 PM,196,7.6,,14.3,,84,Brosme brosme (cusk),7,2
198405,AL,1984,FALL,321,1290,5,Representative,111,,, ,, ,, ,, ,42.216667,-67.333333,,,30,10/19/1984,20:12,10/19/1984 0:00,8:42:00 PM,219,,,,,84,Brosme brosme (cusk),1.7,2
198405,AL,1984,FALL,365,1310,7,Representative,111,,, ,, ,, ,, ,42.6,-66.466667,,,30,10/23/1984,0:12,10/23/1984 0:00,12:42:00 AM,174,10,,13.8,,84,Brosme brosme (cusk),1.4,1
198405,AL,1984,FALL,367,1340,6,Representative,111,,, ,, ,, ,, ,43.066667,-66.866667,,,30,10/23/1984,5:36,10/23/1984 0:00,6:06:00 AM,179,,,12.9,,84,Brosme brosme (cusk),2.6,1
198405,AL,1984,FALL,378,1350,3,Representative,111,,, ,, ,, ,, ,44.116667,-66.833333,,,30,10/24/1984,6:22,10/24/1984 0:00,6:52:00 AM,156,10.7,,12.1,,84,Brosme brosme (cusk),3.3,2
198405,AL,1984,FALL,380,1350,1,Representative,111,,, ,, ,, ,, ,44.316667,-67.3,,,30,10/24/1984,11:39,10/24/1984 0:00,12:09:00 PM,179,,,,,84,Brosme brosme (cusk),3.5,1
198405,AL,1984,FALL,388,1280,7,Representative,111,,, ,, ,, ,, ,42.55,-68.883333,,,30,10/25/1984,11:30,10/25/1984 0:00,12:00:00 PM,204,7.5,,12.3,,84,Brosme brosme (cusk),13,2
198405,AL,1984,FALL,396,1260,5,Representative,111,,, ,, ,, ,, ,42.5,-70.183333,,,30,10/30/1984,12:34,10/30/1984 0:00,1:04:00 PM,79,8.2,,11.8,,84,Brosme brosme (cusk),0.3,1
198405,AL,1984,FALL,401,1370,2,Representative,111,,, ,, ,, ,, ,42.933333,-69.45,,,30,10/31/1984,0:42,10/31/1984 0:00,1:12:00 AM,150,7.2,,11.8,,84,Brosme brosme (cusk),21.5,3
198405,AL,1984,FALL,403,1270,3,Representative,111,,, ,, ,, ,, ,43.116667,-70.316667,,,30,10/31/1984,8:08,10/31/1984 0:00,8:38:00 AM,120,6.7,,11.8,,84,Brosme brosme (cusk),24.5,3
198405,AL,1984,FALL,422,1360,7,Representative,111,,, ,, ,, ,, ,43.283333,-67.566667,,,30,11/2/1984,5:29,11/2/1984 0:00,5:59:00 AM,231,8,,11.7,,84,Brosme brosme (cusk),15.5,3
198405,AL,1984,FALL,424,1360,2,Representative,111,,, ,, ,, ,, ,42.8,-67.633333,,,30,11/2/1984,10:42,11/2/1984 0:00,11:12:00 AM,214,8.2,,12.1,,84,Brosme brosme (cusk),12,5
198405,AL,1984,FALL,425,1290,4,Representative,123,,, ,, ,, ,, ,42.433333,-68.216667,,,30,11/2/1984,15:07,11/2/1984 0:00,3:37:00 PM,172,7.9,,12,,84,Brosme brosme (cusk),8,3
198405,AL,1984,FALL,431,1300,2,Representative,111,,, ,, ,, ,, ,42.416667,-66.7,,,30,11/3/1984,7:12,11/3/1984 0:00,7:42:00 AM,340,8.2,,12.6,,84,Brosme brosme (cusk),8.6,1
198502,AL,1985,SPRING,287,1220,1,Representative,111,,, ,, ,, ,, ,42.016667,-68.033333,,,30,4/2/1985,19:48,4/2/1985 0:00,8:18:00 PM,203,,,,,84,Brosme brosme (cusk),4.4,1
198502,AL,1985,SPRING,288,1220,3,Representative,111,,, ,, ,, ,, ,42.1,-67.75,,,30,4/2/1985,21:50,4/2/1985 0:00,10:20:00 PM,191,,,,,84,Brosme brosme (cusk),3.3,1
198502,AL,1985,SPRING,304,1170,2,Representative,111,,, ,, ,, ,, ,41.7,-65.85,,,30,4/4/1985,6:26,4/4/1985 0:00,6:56:00 AM,131,,,,,84,Brosme brosme (cusk),4.5,1
198502,AL,1985,SPRING,316,1290,2,Representative,111,,, ,, ,, ,, ,42.583333,-66.616667,,,30,4/5/1985,14:05,4/5/1985 0:00,2:35:00 PM,205,,,,,84,Brosme brosme (cusk),13,4
198502,AL,1985,SPRING,319,1290,8,Representative,111,,, ,, ,, ,, ,42.45,-66.016667,,,30,4/5/1985,19:57,4/5/1985 0:00,8:27:00 PM,227,9.1,,0.6,,84,Brosme brosme (cusk),8,1
198502,AL,1985,SPRING,333,1310,2,Non-Representative,144,,, ,, ,, ,, ,42.866667,-66.416667,,,11,4/7/1985,0:20,4/7/1985 0:00,12:31:00 AM,161,,,,,84,Brosme brosme (cusk),2.7,1
198502,AL,1985,SPRING,334,1340,6,Representative,121,,, ,, ,, ,, ,42.966667,-66.916667,,,27,4/7/1985,4:33,4/7/1985 0:00,5:00:00 AM,180,,,,,84,Brosme brosme (cusk),2.5,1
198502,AL,1985,SPRING,335,1340,1,Representative,131,,, ,, ,, ,, ,43.15,-66.916667,,,20,4/7/1985,8:14,4/7/1985 0:00,8:34:00 AM,165,,,,,84,Brosme brosme (cusk),4.7,1
198502,AL,1985,SPRING,339,1340,5,Representative,121,,, ,, ,, ,, ,43.566667,-66.6,,,26,4/7/1985,20:07,4/7/1985 0:00,8:33:00 PM,171,6.7,,4,,84,Brosme brosme (cusk),10.5,2
198502,AL,1985,SPRING,342,1340,3,Representative,111,,, ,, ,, ,, ,43.816667,-66.8,,,30,4/8/1985,4:20,4/8/1985 0:00,4:50:00 AM,145,,,,,84,Brosme brosme (cusk),3.8,1
198502,AL,1985,SPRING,351,1380,5,Representative,111,,, ,, ,, ,, ,43.7,-68.4,,,30,4/9/1985,1:27,4/9/1985 0:00,1:57:00 AM,182,5,,4.7,,84,Brosme brosme (cusk),9.5,1
198502,AL,1985,SPRING,354,1380,2,Representative,111,,, ,, ,, ,, ,43.3,-69.916667,,,30,4/9/1985,11:18,4/9/1985 0:00,11:48:00 AM,161,,,,,84,Brosme brosme (cusk),9.5,1
198502,AL,1985,SPRING,355,1270,2,Representative,111,,, ,, ,, ,, ,43.25,-70.166667,,,30,4/9/1985,13:21,4/9/1985 0:00,1:51:00 PM,122,,,,,84,Brosme brosme (cusk),1.5,1
198502,AL,1985,SPRING,361,1270,1,Representative,111,,, ,, ,, ,, ,42.733333,-70.116667,,,30,4/10/1985,3:45,4/10/1985 0:00,4:15:00 AM,119,,,,,84,Brosme brosme (cusk),3.2,2
198502,AL,1985,SPRING,362,1270,4,Representative,111,,, ,, ,, ,, ,42.683333,-70.116667,,,30,4/10/1985,5:09,4/10/1985 0:00,5:39:00 AM,113,4.5,,4,,84,Brosme brosme (cusk),11,2
198502,AL,1985,SPRING,374,1240,2,Representative,111,,, ,, ,, ,, ,42.316667,-68.616667,,,30,4/11/1985,7:42,4/11/1985 0:00,8:12:00 AM,182,,,,,84,Brosme brosme (cusk),1.4,1
198502,AL,1985,SPRING,375,1280,3,Representative,111,,, ,, ,, ,, ,42.533333,-68.666667,,,30,4/11/1985,9:56,4/11/1985 0:00,10:26:00 AM,196,7,,5.4,,84,Brosme brosme (cusk),5.8,2
198502,AL,1985,SPRING,376,1280,4,Representative,111,,, ,, ,, ,, ,42.5,-68.933333,,,30,4/11/1985,12:07,4/11/1985 0:00,12:37:00 PM,213,,,,,84,Brosme brosme (cusk),20.5,4
198502,AL,1985,SPRING,377,1370,3,Representative,111,,, ,, ,, ,, ,42.616667,-68.916667,,,30,4/11/1985,13:29,4/11/1985 0:00,1:59:00 PM,169,,,,,84,Brosme brosme (cusk),10.5,4
198502,AL,1985,SPRING,378,1370,4,Representative,111,,, ,, ,, ,, ,42.666667,-69.05,,,30,4/11/1985,15:10,4/11/1985 0:00,3:40:00 PM,172,,,,,84,Brosme brosme (cusk),8.5,1
198502,AL,1985,SPRING,379,1280,2,Representative,111,,, ,, ,, ,, ,42.616667,-69.316667,,,30,4/11/1985,17:07,4/11/1985 0:00,5:37:00 PM,230,,,,,84,Brosme brosme (cusk),1.9,1
198502,AL,1985,SPRING,380,1370,2,Representative,111,,, ,, ,, ,, ,42.766667,-69.4,,,30,4/11/1985,19:02,4/11/1985 0:00,7:32:00 PM,156,6.1,,5.1,,84,Brosme brosme (cusk),13.5,3
198502,AL,1985,SPRING,381,1370,1,Representative,111,,, ,, ,, ,, ,43.016667,-68.666667,,,30,4/11/1985,23:20,4/11/1985 0:00,11:50:00 PM,199,,,,,84,Brosme brosme (cusk),12,2
198502,AL,1985,SPRING,382,1360,6,Representative,111,,, ,, ,, ,, ,43.033333,-68.466667,,,30,4/12/1985,1:29,4/12/1985 0:00,1:59:00 AM,202,5.4,,4.7,,84,Brosme brosme (cusk),4.5,1
198502,AL,1985,SPRING,388,1360,1,Representative,111,,, ,, ,, ,, ,43.233333,-67.516667,,,30,4/12/1985,16:50,4/12/1985 0:00,5:20:00 PM,205,7.6,,4.9,,84,Brosme brosme (cusk),3.6,1
198502,AL,1985,SPRING,389,1360,2,Representative,111,,, ,, ,, ,, ,42.983333,-67.933333,,,30,4/12/1985,19:43,4/12/1985 0:00,8:13:00 PM,188,,,,,84,Brosme brosme (cusk),3.3,3
198502,AL,1985,SPRING,390,1290,1,Representative,111,,, ,, ,, ,, ,42.716667,-68.45,,,30,4/12/1985,23:02,4/12/1985 0:00,11:32:00 PM,192,,,,,84,Brosme brosme (cusk),10.2,1
198508,AL,1985,FALL,279,1240,2,Representative,111,,, ,, ,, ,, ,42.25,-68.833333,,,30,10/23/1985,8:28,10/23/1985 0:00,8:58:00 AM,204,,,,,84,Brosme brosme (cusk),2.6,1
